Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
SG  ;          21;24.05.2020;0-64    ;           2;          10;          18;          12;           .
SG  ;          22;31.05.2020;0-64    ;           2;          10;          18;          10;           .
SG  ;          23;07.06.2020;0-64    ;           2;          10;          18;          16;           .
SG  ;          24;14.06.2020;0-64    ;           2;          10;          18;          12;           .
SG  ;          25;21.06.2020;0-64    ;           2;          10;          18;           8;           .
SG  ;          26;28.06.2020;0-64    ;           2;          10;          18;          14;           .
SG  ;          27;05.07.2020;0-64    ;           2;          10;          18;          11;           .
SG  ;          28;12.07.2020;0-64    ;           2;          10;          18;           8;           .
SG  ;          29;19.07.2020;0-64    ;           2;          10;          18;           6;           .
SG  ;          30;26.07.2020;0-64    ;           2;          10;          17;          11;           .
SG  ;          31;02.08.2020;0-64    ;           2;          10;          17;           9;           .
SG  ;          32;09.08.2020;0-64    ;           2;          10;          17;           7;           .
SG  ;          33;16.08.2020;0-64    ;           2;           9;          17;           8;           .
SG  ;          34;23.08.2020;0-64    ;           2;           9;          17;           8;           .
SG  ;          35;30.08.2020;0-64    ;           2;           9;          17;           7;           .
SG  ;          36;06.09.2020;0-64    ;           2;           9;          17;          10;           .
SG  ;          37;13.09.2020;0-64    ;           2;           9;          17;           7;           .
SG  ;          38;20.09.2020;0-64    ;           2;           9;          17;           3;           .
SG  ;          39;27.09.2020;0-64    ;           2;           9;          17;          11;           .
SG  ;          40;04.10.2020;0-64    ;           2;           9;          17;           5;           .
SG  ;          41;11.10.2020;0-64    ;           2;           9;          17;           9;           .
SG  ;          42;18.10.2020;0-64    ;           2;           9;          17;           5;           .
SG  ;          43;25.10.2020;0-64    ;           2;           9;          17;          14;           .
SG  ;          44;01.11.2020;0-64    ;           1;           9;          17;           8;           .
SG  ;          45;08.11.2020;0-64    ;           1;           9;          17;          11;           .
SG  ;          46;15.11.2020;0-64    ;           1;           9;          17;          17;           .
SG  ;          47;22.11.2020;0-64    ;           1;           9;          17;          15;           .
SG  ;          48;29.11.2020;0-64    ;           1;           9;          17;        13.4;           .
SG  ;          49;06.12.2020;0-64    ;           1;           9;          17;        15.1;           .
SG  ;          50;13.12.2020;0-64    ;           1;           9;          17;        14.3;           .
SG  ;          51;20.12.2020;0-64    ;           1;           9;          17;        11.7;           .
SG  ;          52;27.12.2020;0-64    ;           1;           9;          17;        10.7;           .
SG  ;          53;03.01.2021;0-64    ;           1;           9;          17;           .;           .
SG  ;           1;05.01.2020;65+     ;          54;          76;          99;          63;           .
SG  ;           2;12.01.2020;65+     ;          54;          76;          99;          61;           .
SG  ;           3;19.01.2020;65+     ;          54;          76;          98;          62;           .
SG  ;           4;26.01.2020;65+     ;          53;          76;          98;          91;           .
SG  ;           5;02.02.2020;65+     ;          53;          76;          98;          81;           .
SG  ;           6;09.02.2020;65+     ;          53;          75;          98;          73;           .
SG  ;           7;16.02.2020;65+     ;          53;          75;          98;          61;           .
SG  ;           8;23.02.2020;65+     ;          52;          75;          97;          70;           .
SG  ;           9;01.03.2020;65+     ;          52;          74;          96;          87;           .
SG  ;          10;08.03.2020;65+     ;          51;          73;          95;          76;           .
SG  ;          11;15.03.2020;65+     ;          50;          72;          94;          60;           .
SG  ;          12;22.03.2020;65+     ;          49;          71;          92;          86;           .
SG  ;          13;29.03.2020;65+     ;          48;          70;          91;          70;           .
SG  ;          14;05.04.2020;65+     ;          47;          68;          90;          83;           .
SG  ;          15;12.04.2020;65+     ;          46;          67;          88;          70;           .
SG  ;          16;19.04.2020;65+     ;          45;          66;          87;          78;           .
SG  ;          17;26.04.2020;65+     ;          44;          65;          85;          71;           .
SG  ;          18;03.05.2020;65+     ;          43;          63;          84;          62;           .
SG  ;          19;10.05.2020;65+     ;          42;          63;          83;          57;           .
SG  ;          20;17.05.2020;65+     ;          42;          62;          82;          55;           .
SG  ;          21;24.05.2020;65+     ;          41;          61;          81;          67;           .
SG  ;          22;31.05.2020;65+     ;          41;          61;          81;          48;           .
SG  ;          23;07.06.2020;65+     ;          40;          60;          80;          65;           .
SG  ;          24;14.06.2020;65+     ;          40;          60;          80;          65;           .
SG  ;          25;21.06.2020;65+     ;          40;          60;          80;          62;           .
SG  ;          26;28.06.2020;65+     ;          40;          60;          80;          73;           .
SG  ;          27;05.07.2020;65+     ;          40;          60;          80;          62;           .
SG  ;          28;12.07.2020;65+     ;          40;          60;          80;          63;           .
SG  ;          29;19.07.2020;65+     ;          40;          60;          80;          65;           .
SG  ;          30;26.07.2020;65+     ;          40;          60;          80;          57;           .
SG  ;          31;02.08.2020;65+     ;          40;          60;          80;          63;           .
SG  ;          32;09.08.2020;65+     ;          40;          60;          80;          58;           .
SG  ;          33;16.08.2020;65+     ;          40;          60;          80;          70;           .
SG  ;          34;23.08.2020;65+     ;          41;          61;          81;          70;           .
SG  ;          35;30.08.2020;65+     ;          41;          61;          81;          52;           .
SG  ;          36;06.09.2020;65+     ;          41;          61;          81;          48;           .
SG  ;          37;13.09.2020;65+     ;          41;          61;          82;          56;           .
SG  ;          38;20.09.2020;65+     ;          42;          62;          82;          56;           .
SG  ;          39;27.09.2020;65+     ;          42;          62;          83;          66;           .
SG  ;          40;04.10.2020;65+     ;          42;          63;          83;          64;           .
SG  ;          41;11.10.2020;65+     ;          43;          63;          84;          68;           .
SG  ;          42;18.10.2020;65+     ;          43;          64;          85;          64;           .
SG  ;          43;25.10.2020;65+     ;          44;          65;          86;          69;           .
SG  ;          44;01.11.2020;65+     ;          45;          66;          86;         109;         109
SG  ;          45;08.11.2020;65+     ;          45;          66;          87;         136;         136
SG  ;          46;15.11.2020;65+     ;          46;          67;          88;         137;         137
SG  ;          47;22.11.2020;65+     ;          47;          68;          89;         115;         115
SG  ;          48;29.11.2020;65+     ;          47;          69;          90;       141.5;       141.5
SG  ;          49;06.12.2020;65+     ;          48;          70;          91;       163.2;       163.2
SG  ;          50;13.12.2020;65+     ;          49;          70;          92;       168.5;       168.5
SG  ;          51;20.12.2020;65+     ;          49;          71;          93;         133;         133
SG  ;          52;27.12.2020;65+     ;          50;          72;          94;       152.6;       152.6
SG  ;          53;03.01.2021;65+     ;          51;          73;          95;           .;           .
SO  ;           1;05.01.2020;0-64    ;           0;           7;          14;           9;           .
SO  ;           2;12.01.2020;0-64    ;           0;           7;          14;           6;           .
SO  ;           3;19.01.2020;0-64    ;           0;           7;          13;           6;           .
SO  ;           4;26.01.2020;0-64    ;           0;           7;          13;           7;           .
SO  ;           5;02.02.2020;0-64    ;           0;           7;          13;           9;           .
SO  ;           6;09.02.2020;0-64    ;           0;           6;          13;           3;           .
SO  ;           7;16.02.2020;0-64    ;           0;           6;          13;           3;           .
SO  ;           8;23.02.2020;0-64    ;           0;           6;          13;           9;           .
SO  ;           9;01.03.2020;0-64    ;           0;           6;          12;           5;           .
SO  ;          10;08.03.2020;0-64    ;           0;           6;          12;           7;           .
SO  ;          11;15.03.2020;0-64    ;           0;           6;          12;           6;           .
SO  ;          12;22.03.2020;0-64    ;           0;           6;          12;           7;           .
SO  ;          13;29.03.2020;0-64    ;           0;           6;          12;          12;          12
SO  ;          14;05.04.2020;0-64    ;           0;           6;          12;           6;           .
SO  ;          15;12.04.2020;0-64    ;           0;           5;          12;           8;           .
SO  ;          16;19.04.2020;0-64    ;           0;           5;          11;           8;           .
SO  ;          17;26.04.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          18;03.05.2020;0-64    ;           0;           5;          11;           1;           .
SO  ;          19;10.05.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          20;17.05.2020;0-64    ;           0;           5;          11;           7;           .
SO  ;          21;24.05.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          22;31.05.2020;0-64    ;           0;           5;          12;           8;           .
SO  ;          23;07.06.2020;0-64    ;           0;           6;          12;           4;           .
SO  ;          24;14.06.2020;0-64    ;           0;           6;          12;           6;           .
SO  ;          25;21.06.2020;0-64    ;           0;           6;          12;           1;           .
SO  ;          26;28.06.2020;0-64    ;           0;           6;          12;           7;           .
SO  ;          27;05.07.2020;0-64    ;           0;           6;          12;           5;           .
SO  ;          28;12.07.2020;0-64    ;           0;           6;          12;           5;           .
SO  ;          29;19.07.2020;0-64    ;           0;           6;          12;           7;           .
SO  ;          30;26.07.2020;0-64    ;           0;           6;          12;           3;           .
SO  ;          31;02.08.2020;0-64    ;           0;           6;          12;           5;           .
SO  ;          32;09.08.2020;0-64    ;           0;           5;          12;           6;           .
SO  ;          33;16.08.2020;0-64    ;           0;           5;          11;           5;           .
SO  ;          34;23.08.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          35;30.08.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          36;06.09.2020;0-64    ;           0;           5;          11;           7;           .
SO  ;          37;13.09.2020;0-64    ;           0;           5;          11;           9;           .
SO  ;          38;20.09.2020;0-64    ;           0;           5;          11;           8;           .
SO  ;          39;27.09.2020;0-64    ;           0;           5;          11;           4;           .
SO  ;          40;04.10.2020;0-64    ;           0;           5;          11;           9;           .
SO  ;          41;11.10.2020;0-64    ;           0;           5;          11;           6;           .
SO  ;          42;18.10.2020;0-64    ;           0;           5;          11;           5;           .
SO  ;          43;25.10.2020;0-64    ;           0;           5;          11;           8;           .
SO  ;          44;01.11.2020;0-64    ;           0;           5;          11;           5;           .
SO  ;          45;08.11.2020;0-64    ;           0;           5;          11;           3;           .
SO  ;          46;15.11.2020;0-64    ;           0;           5;          11;           3;           .
SO  ;          47;22.11.2020;0-64    ;           0;           5;          11;           5;           .
SO  ;          48;29.11.2020;0-64    ;           0;           5;          11;         4.1;           .
SO  ;          49;06.12.2020;0-64    ;           0;           5;          11;         7.3;           .
SO  ;          50;13.12.2020;0-64    ;           0;           5;          11;         5.3;           .
SO  ;          51;20.12.2020;0-64    ;           0;           5;          11;         6.5;           .
SO  ;          52;27.12.2020;0-64    ;           0;           5;          11;         6.7;           .
SO  ;          53;03.01.2021;0-64    ;           0;           5;          11;           .;           .
SO  ;           1;05.01.2020;65+     ;          28;          45;          62;          49;           .
SO  ;           2;12.01.2020;65+     ;          28;          45;          63;          51;           .
SO  ;           3;19.01.2020;65+     ;          28;          45;          63;          44;           .
SO  ;           4;26.01.2020;65+     ;          28;          45;          63;          45;           .
SO  ;           5;02.02.2020;65+     ;          28;          46;          63;          37;           .
SO  ;           6;09.02.2020;65+     ;          28;          46;          63;          37;           .
SO  ;           7;16.02.2020;65+     ;          28;          46;          63;          34;           .
SO  ;           8;23.02.2020;65+     ;          28;          45;          63;          37;           .
SO  ;           9;01.03.2020;65+     ;          28;          45;          63;          48;           .
SO  ;          10;08.03.2020;65+     ;          27;          45;          62;          46;           .
SO  ;          11;15.03.2020;65+     ;          27;          44;          61;          43;           .
SO  ;          12;22.03.2020;65+     ;          26;          43;          59;          52;           .
SO  ;          13;29.03.2020;65+     ;          25;          41;          58;          33;           .
SO  ;          14;05.04.2020;65+     ;          24;          40;          56;          54;           .
SO  ;          15;12.04.2020;65+     ;          23;          39;          55;          44;           .
SO  ;          16;19.04.2020;65+     ;          22;          38;          54;          42;           .
SO  ;          17;26.04.2020;65+     ;          22;          37;          53;          42;           .
SO  ;          18;03.05.2020;65+     ;          21;          37;          52;          30;           .
SO  ;          19;10.05.2020;65+     ;          21;          36;          52;          38;           .
SO  ;          20;17.05.2020;65+     ;          21;          36;          52;          42;           .
SO  ;          21;24.05.2020;65+     ;          21;          36;          52;          36;           .
SO  ;          22;31.05.2020;65+     ;          21;          36;          52;          41;           .
SO  ;          23;07.06.2020;65+     ;          21;          37;          52;          35;           .
SO  ;          24;14.06.2020;65+     ;          21;          37;          52;          42;           .
SO  ;          25;21.06.2020;65+     ;          21;          37;          53;          36;           .
SO  ;          26;28.06.2020;65+     ;          22;          37;          53;          30;           .
SO  ;          27;05.07.2020;65+     ;          22;          38;          53;          25;           .
SO  ;          28;12.07.2020;65+     ;          22;          37;          53;          40;           .
SO  ;          29;19.07.2020;65+     ;          22;          37;          53;          31;           .
SO  ;          30;26.07.2020;65+     ;          22;          37;          53;          25;           .
SO  ;          31;02.08.2020;65+     ;          21;          37;          53;          38;           .
SO  ;          32;09.08.2020;65+     ;          21;          37;          53;          30;           .
SO  ;          33;16.08.2020;65+     ;          21;          37;          53;          38;           .
SO  ;          34;23.08.2020;65+     ;          21;          37;          52;          38;           .
SO  ;          35;30.08.2020;65+     ;          21;          37;          53;          36;           .
SO  ;          36;06.09.2020;65+     ;          21;          37;          53;          26;           .
SO  ;          37;13.09.2020;65+     ;          21;          37;          53;          32;           .
SO  ;          38;20.09.2020;65+     ;          21;          37;          53;          33;           .
SO  ;          39;27.09.2020;65+     ;          22;          37;          53;          45;           .
SO  ;          40;04.10.2020;65+     ;          22;          37;          53;          50;           .
SO  ;          41;11.10.2020;65+     ;          22;          38;          53;          42;           .
SO  ;          42;18.10.2020;65+     ;          22;          38;          54;          38;           .
SO  ;          43;25.10.2020;65+     ;          22;          38;          54;          37;           .
SO  ;          44;01.11.2020;65+     ;          22;          38;          54;          37;           .
SO  ;          45;08.11.2020;65+     ;          23;          39;          55;          50;           .
SO  ;          46;15.11.2020;65+     ;          23;          39;          56;          74;          74
SO  ;          47;22.11.2020;65+     ;          24;          40;          56;          50;           .
SO  ;          48;29.11.2020;65+     ;          24;          41;          57;        61.8;        61.8
SO  ;          49;06.12.2020;65+     ;          25;          41;          58;        83.2;        83.2
SO  ;          50;13.12.2020;65+     ;          25;          42;          58;        87.9;        87.9
SO  ;          51;20.12.2020;65+     ;          26;          42;          59;        88.4;        88.4
SO  ;          52;27.12.2020;65+     ;          26;          43;          60;        68.4;        68.4
SO  ;          53;03.01.2021;65+     ;          27;          44;          61;           .;           .
SZ  ;           1;05.01.2020;0-64    ;           0;           3;           8;           2;           .
SZ  ;           2;12.01.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;           3;19.01.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;           4;26.01.2020;0-64    ;           0;           3;           7;           5;           .
SZ  ;           5;02.02.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;           6;09.02.2020;0-64    ;           0;           3;           7;           6;           .
SZ  ;           7;16.02.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;           8;23.02.2020;0-64    ;           0;           3;           7;           5;           .
SZ  ;           9;01.03.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          10;08.03.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          11;15.03.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          12;22.03.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          13;29.03.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          14;05.04.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          15;12.04.2020;0-64    ;           0;           3;           7;           1;           .
SZ  ;          16;19.04.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          17;26.04.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          18;03.05.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          19;10.05.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          20;17.05.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          21;24.05.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          22;31.05.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          23;07.06.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          24;14.06.2020;0-64    ;           0;           3;           7;           1;           .
SZ  ;          25;21.06.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          26;28.06.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          27;05.07.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          28;12.07.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          29;19.07.2020;0-64    ;           0;           3;           7;           5;           .
SZ  ;          30;26.07.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          31;02.08.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          32;09.08.2020;0-64    ;           0;           3;           7;           1;           .
SZ  ;          33;16.08.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          34;23.08.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          35;30.08.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          36;06.09.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          37;13.09.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          38;20.09.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          39;27.09.2020;0-64    ;           0;           3;           7;           5;           .
SZ  ;          40;04.10.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          41;11.10.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          42;18.10.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          43;25.10.2020;0-64    ;           0;           3;           7;           4;           .
SZ  ;          44;01.11.2020;0-64    ;           0;           3;           7;           0;           .
SZ  ;          45;08.11.2020;0-64    ;           0;           3;           7;           5;           .
SZ  ;          46;15.11.2020;0-64    ;           0;           3;           7;           2;           .
SZ  ;          47;22.11.2020;0-64    ;           0;           3;           7;           3;           .
SZ  ;          48;29.11.2020;0-64    ;           0;           3;           7;           6;           .
SZ  ;          49;06.12.2020;0-64    ;           0;           3;           7;         4.1;           .
SZ  ;          50;13.12.2020;0-64    ;           0;           3;           7;         4.2;           .
SZ  ;          51;20.12.2020;0-64    ;           0;           3;           7;         4.3;           .
SZ  ;          52;27.12.2020;0-64    ;           0;           3;           7;         4.7;           .
SZ  ;          53;03.01.2021;0-64    ;           0;           3;           7;           .;           .
SZ  ;           1;05.01.2020;65+     ;          10;          21;          33;          23;           .
SZ  ;           2;12.01.2020;65+     ;           9;          21;          33;          19;           .
SZ  ;           3;19.01.2020;65+     ;           9;          21;          33;          26;           .
SZ  ;           4;26.01.2020;65+     ;           9;          21;          33;          20;           .
SZ  ;           5;02.02.2020;65+     ;           9;          21;          32;          20;           .
SZ  ;           6;09.02.2020;65+     ;           9;          20;          32;          15;           .
SZ  ;           7;16.02.2020;65+     ;           9;          20;          32;          21;           .
SZ  ;           8;23.02.2020;65+     ;           8;          20;          32;          21;           .
SZ  ;           9;01.03.2020;65+     ;           8;          20;          31;          16;           .
SZ  ;          10;08.03.2020;65+     ;           8;          20;          31;          25;           .
SZ  ;          11;15.03.2020;65+     ;           8;          19;          31;          25;           .
SZ  ;          12;22.03.2020;65+     ;           8;          19;          31;          17;           .
SZ  ;          13;29.03.2020;65+     ;           8;          19;          30;          34;          34
SZ  ;          14;05.04.2020;65+     ;           8;          19;          30;          21;           .
SZ  ;          15;12.04.2020;65+     ;           8;          19;          30;          22;           .
SZ  ;          16;19.04.2020;65+     ;           7;          18;          30;          29;           .
SZ  ;          17;26.04.2020;65+     ;           7;          18;          29;          22;           .
SZ  ;          18;03.05.2020;65+     ;           7;          18;          29;          16;           .
SZ  ;          19;10.05.2020;65+     ;           7;          18;          29;          21;           .
SZ  ;          20;17.05.2020;65+     ;           7;          18;          29;          23;           .
SZ  ;          21;24.05.2020;65+     ;           7;          18;          28;          19;           .
SZ  ;          22;31.05.2020;65+     ;           7;          17;          28;          16;           .
SZ  ;          23;07.06.2020;65+     ;           7;          17;          28;          22;           .
SZ  ;          24;14.06.2020;65+     ;           7;          17;          28;          14;           .
SZ  ;          25;21.06.2020;65+     ;           7;          17;          28;          24;           .
SZ  ;          26;28.06.2020;65+     ;           6;          17;          28;           8;           .
SZ  ;          27;05.07.2020;65+     ;           6;          17;          28;          13;           .
SZ  ;          28;12.07.2020;65+     ;           6;          17;          28;          18;           .
SZ  ;          29;19.07.2020;65+     ;           6;          17;          28;          25;           .
SZ  ;          30;26.07.2020;65+     ;           7;          17;          28;          20;           .
SZ  ;          31;02.08.2020;65+     ;           7;          17;          28;          18;           .
SZ  ;          32;09.08.2020;65+     ;           7;          17;          28;          15;           .
SZ  ;          33;16.08.2020;65+     ;           7;          17;          28;          23;           .
SZ  ;          34;23.08.2020;65+     ;           7;          17;          28;          15;           .
SZ  ;          35;30.08.2020;65+     ;           7;          17;          28;          15;           .
SZ  ;          36;06.09.2020;65+     ;           7;          18;          28;          20;           .
SZ  ;          37;13.09.2020;65+     ;           7;          18;          29;          12;           .
SZ  ;          38;20.09.2020;65+     ;           7;          18;          29;          10;           .
SZ  ;          39;27.09.2020;65+     ;           7;          18;          29;          13;           .
SZ  ;          40;04.10.2020;65+     ;           7;          18;          29;          21;           .
SZ  ;          41;11.10.2020;65+     ;           7;          18;          29;          20;           .
SZ  ;          42;18.10.2020;65+     ;           7;          18;          29;          24;           .
SZ  ;          43;25.10.2020;65+     ;           7;          18;          29;          35;          35
SZ  ;          44;01.11.2020;65+     ;           7;          19;          30;          39;          39
SZ  ;          45;08.11.2020;65+     ;           8;          19;          30;          35;          35
SZ  ;          46;15.11.2020;65+     ;           8;          19;          30;          27;           .
SZ  ;          47;22.11.2020;65+     ;           8;          19;          30;          29;           .
SZ  ;          48;29.11.2020;65+     ;           8;          19;          30;        35.2;        35.2
SZ  ;          49;06.12.2020;65+     ;           8;          19;          30;        31.3;        31.3
SZ  ;          50;13.12.2020;65+     ;           8;          19;          31;        24.3;           .
SZ  ;          51;20.12.2020;65+     ;           8;          19;          31;        32.5;        32.5
SZ  ;          52;27.12.2020;65+     ;           8;          20;          31;        29.1;           .
SZ  ;          53;03.01.2021;65+     ;           8;          20;          31;           .;           .
TG  ;           1;05.01.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;           2;12.01.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;           3;19.01.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;           4;26.01.2020;0-64    ;           0;           6;          12;           0;           .
TG  ;           5;02.02.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;           6;09.02.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;           7;16.02.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;           8;23.02.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;           9;01.03.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;          10;08.03.2020;0-64    ;           0;           6;          12;           9;           .
TG  ;          11;15.03.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;          12;22.03.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          13;29.03.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;          14;05.04.2020;0-64    ;           0;           6;          12;          11;           .
TG  ;          15;12.04.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          16;19.04.2020;0-64    ;           0;           6;          12;          12;           .
TG  ;          17;26.04.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          18;03.05.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;          19;10.05.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          20;17.05.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;          21;24.05.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;          22;31.05.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          23;07.06.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;          24;14.06.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          25;21.06.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;          26;28.06.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;          27;05.07.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          28;12.07.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          29;19.07.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;          30;26.07.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          31;02.08.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;          32;09.08.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          33;16.08.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          34;23.08.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;          35;30.08.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          36;06.09.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;          37;13.09.2020;0-64    ;           0;           6;          12;           4;           .
TG  ;          38;20.09.2020;0-64    ;           0;           6;          12;           3;           .
TG  ;          39;27.09.2020;0-64    ;           0;           6;          12;           2;           .
TG  ;          40;04.10.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;          41;11.10.2020;0-64    ;           0;           6;          12;           8;           .
TG  ;          42;18.10.2020;0-64    ;           0;           6;          12;           5;           .
TG  ;          43;25.10.2020;0-64    ;           0;           6;          12;          10;           .
TG  ;          44;01.11.2020;0-64    ;           0;           6;          12;          10;           .
TG  ;          45;08.11.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;          46;15.11.2020;0-64    ;           0;           6;          12;           7;           .
TG  ;          47;22.11.2020;0-64    ;           0;           6;          12;           6;           .
TG  ;          48;29.11.2020;0-64    ;           0;           6;          12;         5.1;           .
TG  ;          49;06.12.2020;0-64    ;           0;           6;          12;        10.6;           .
TG  ;          50;13.12.2020;0-64    ;           0;           6;          12;        12.2;        12.2
TG  ;          51;20.12.2020;0-64    ;           0;           6;          12;         5.9;           .
TG  ;          52;27.12.2020;0-64    ;           0;           6;          12;         6.1;           .
TG  ;          53;03.01.2021;0-64    ;           0;           6;          12;           .;           .
TG  ;           1;05.01.2020;65+     ;          22;          38;          54;          24;           .
TG  ;           2;12.01.2020;65+     ;          23;          39;          55;          38;           .
TG  ;           3;19.01.2020;65+     ;          23;          39;          55;          30;           .
TG  ;           4;26.01.2020;65+     ;          23;          39;          55;          37;           .
TG  ;           5;02.02.2020;65+     ;          23;          39;          55;          36;           .
TG  ;           6;09.02.2020;65+     ;          23;          39;          55;          42;           .
TG  ;           7;16.02.2020;65+     ;          23;          39;          55;          37;           .
TG  ;           8;23.02.2020;65+     ;          22;          38;          54;          26;           .
TG  ;           9;01.03.2020;65+     ;          22;          38;          54;          33;           .
TG  ;          10;08.03.2020;65+     ;          22;          38;          53;          23;           .
TG  ;          11;15.03.2020;65+     ;          21;          37;          53;          38;           .
TG  ;          12;22.03.2020;65+     ;          21;          36;          52;          35;           .
TG  ;          13;29.03.2020;65+     ;          20;          35;          51;          37;           .
TG  ;          14;05.04.2020;65+     ;          19;          34;          50;          34;           .
TG  ;          15;12.04.2020;65+     ;          19;          34;          49;          39;           .
TG  ;          16;19.04.2020;65+     ;          18;          33;          48;          35;           .
TG  ;          17;26.04.2020;65+     ;          18;          32;          47;          35;           .
TG  ;          18;03.05.2020;65+     ;          17;          32;          47;          36;           .
TG  ;          19;10.05.2020;65+     ;          17;          32;          46;          24;           .
TG  ;          20;17.05.2020;65+     ;          17;          31;          46;          27;           .
TG  ;          21;24.05.2020;65+     ;          17;          31;          45;          21;           .
TG  ;          22;31.05.2020;65+     ;          17;          31;          45;          24;           .
TG  ;          23;07.06.2020;65+     ;          17;          31;          45;          29;           .
TG  ;          24;14.06.2020;65+     ;          16;          31;          45;          21;           .
TG  ;          25;21.06.2020;65+     ;          16;          31;          45;          22;           .
TG  ;          26;28.06.2020;65+     ;          16;          30;          45;          33;           .
TG  ;          27;05.07.2020;65+     ;          16;          30;          45;          29;           .
TG  ;          28;12.07.2020;65+     ;          16;          30;          44;          37;           .
TG  ;          29;19.07.2020;65+     ;          16;          30;          44;          27;           .
TG  ;          30;26.07.2020;65+     ;          16;          30;          44;          32;           .
TG  ;          31;02.08.2020;65+     ;          16;          30;          44;          34;           .
TG  ;          32;09.08.2020;65+     ;          16;          30;          45;          36;           .
TG  ;          33;16.08.2020;65+     ;          16;          31;          45;          33;           .
TG  ;          34;23.08.2020;65+     ;          17;          31;          45;          25;           .
TG  ;          35;30.08.2020;65+     ;          17;          31;          46;          29;           .
TG  ;          36;06.09.2020;65+     ;          17;          32;          46;          33;           .
